Year,Statistic,Name,Team,Value
1947,Slugging Average,Ralph Kiner,Pittsburgh,0.639
1947,Stolen Bases,Jackie Robinson,Brooklyn,29.0
1947,Total Bases,Ralph Kiner,Pittsburgh,361.0
1947,Triples,Harry Walker,St. Louis,16.0
1953,Base on Balls,Stan Musial,St. Louis,105.0
1953,Batting Average,Carl Furillo,Brooklyn,0.344
1953,Doubles,Stan Musial,St. Louis,53.0
1953,Hits,Richie Ashburn,Philadelphia,205.0
1953,Home Runs,Eddie Mathews,Milwaukee,47.0
1953,On Base Percentage,Stan Musial,St. Louis,0.437
1953,RBI,Roy Campanella,Brooklyn,142.0
1953,Runs,Duke Snider,Brooklyn,132.0
1953,Slugging Average,Duke Snider,Brooklyn,0.627
1953,Stolen Bases,Bill Bruton,Milwaukee,26.0
1953,Total Bases,Duke Snider,Brooklyn,370.0
1953,Triples,Jim Gilliam,Brooklyn,17.0
1952,Base on Balls,Ralph Kiner,Pittsburgh,110.0
1952,Batting Average,Stan Musial,St. Louis,0.336
1952,Doubles,Stan Musial,St. Louis,42.0
1952,Hits,Stan Musial,St. Louis,194.0
1952,Home Runs,Ralph Kiner,Pittsburgh,37.0
1952,On Base Percentage,Jackie Robinson,Brooklyn,0.44
1952,RBI,Hank Sauer,Chicago,121.0
1952,Runs,Solly Hemus,St. Louis,105.0
1952,Slugging Average,Stan Musial,St. Louis,0.538
1952,Stolen Bases,Pee Wee Reese,Brooklyn,30.0
1952,Total Bases,Stan Musial,St. Louis,311.0
1952,Triples,Bobby Thomson,New York,14.0
1946,Base on Balls,Eddie Stanky,Brooklyn,137.0
1946,Batting Average,Stan Musial,St. Louis,0.365
1946,Doubles,Stan Musial,St. Louis,50.0
1946,Hits,Stan Musial,St. Louis,228.0
1946,Home Runs,Ralph Kiner,Pittsburgh,23.0
1946,On Base Percentage,Eddie Stanky,Brooklyn,0.436
1946,RBI,Enos Slaughter,St. Louis,130.0
1946,Runs,Stan Musial,St. Louis,124.0
1946,Slugging Average,Stan Musial,St. Louis,0.587
1946,Stolen Bases,Pete Reiser,Brooklyn,34.0
1946,Total Bases,Stan Musial,St. Louis,366.0
1946,Triples,Stan Musial,St. Louis,20.0
1991,Base on Balls,Brett Butler,Los Angeles,108.0
1991,Batting Average,Terry Pendleton,Atlanta,0.319
1991,Doubles,Bobby Bonilla,Pittsburgh,44.0
1991,Hits,Terry Pendleton,Atlanta,187.0
1991,Home Runs,Howard Johnson,New York,38.0
1991,On Base Percentage,Barry Bonds,Pittsburgh,0.419
1991,RBI,Howard Johnson,New York,117.0
1991,Runs,Brett Butler,Los Angeles,112.0
1991,Slugging Average,Will Clark,San Francisco,0.536
1991,Stolen Bases,Marquis Grissom,Montreal,76.0
1991,Total Bases,Will Clark,San Francisco,303.0
1991,Triples,Ray Lankford,St. Louis,15.0
1985,Base on Balls,Dale Murphy,Atlanta,90.0
1985,Batting Average,Willie McGee,St. Louis,0.353
1985,Doubles,Dave Parker,Cincinnati,42.0
1985,Hits,Willie McGee,St. Louis,216.0
1985,Home Runs,Dale Murphy,Atlanta,37.0
1985,On Base Percentage,Pedro Guerrero,Los Angeles,0.425
1985,RBI,Dave Parker,Cincinnati,125.0
1985,Runs,Dale Murphy,Atlanta,118.0
1985,Slugging Average,Pedro Guerrero,Los Angeles,0.577
1985,Stolen Bases,Vince Coleman,St. Louis,110.0
1985,Total Bases,Dave Parker,Cincinnati,350.0
1985,Triples,Willie McGee,St. Louis,18.0
1993,Walks,Lenny Dykstra,Philadelphia,129.0
1993,Batting Average,Andres Galarraga,Colorado,0.37
1993,Doubles,Charlie Hayes,Colorado,45.0
1993,Hits,Lenny Dykstra,Philadelphia,194.0
1993,Home Runs,Barry Bonds,San Francisco,46.0
1993,On Base Percentage,Barry Bonds,San Francisco,0.463
1993,RBI,Barry Bonds,San Francisco,123.0
1993,Runs,Lenny Dykstra,Philadelphia,143.0
1993,Slugging Average,Barry Bonds,San Francisco,0.677
1993,Stolen Bases,Chuck Carr,Florida,58.0
1993,Total Bases,Barry Bonds,San Francisco,365.0
1993,Triples,Steve Finley,Houston,13.0
1987,Base on Balls,Jack Clark,St. Louis,136.0
1987,Batting Average,Tony Gwynn,San Diego,0.37
1987,Doubles,Tim Wallach,Montreal,42.0
1987,Hits,Tony Gwynn,San Diego,218.0
1987,Home Runs,Andre Dawson,Chicago,49.0
1987,On Base Percentage,Jack Clark,St. Louis,0.461
1987,RBI,Andre Dawson,Chicago,137.0
1987,Runs,Tim Raines,Montreal,123.0
1987,Slugging Average,Jack Clark,St. Louis,0.597
1987,Stolen Bases,Vince Coleman,St. Louis,109.0
1987,Total Bases,Andre Dawson,Chicago,353.0
1987,Triples,Juan Samuel,Philadelphia,15.0
1978,Base on Balls,Jeff Burroughs,Atlanta,117.0
1978,Batting Average,Dave Parker,Pittsburgh,0.334
1978,Doubles,Pete Rose,Cincinnati,51.0
1978,Hits,Steve Garvey,Los Angeles,202.0
1978,Home Runs,George Foster,Cincinnati,40.0
1978,On Base Percentage,Jeff Burroughs,Atlanta,0.432
1978,RBI,George Foster,Cincinnati,120.0
1978,Runs,Ivan DeJesus,Chicago,104.0
1978,Slugging Average,Dave Parker,Pittsburgh,0.585
1978,Stolen Bases,Omar Moreno,Pittsburgh,71.0
1978,Total Bases,Dave Parker,Pittsburgh,340.0
1978,Triples,Garry Templeton,St. Louis,13.0
1950,Base on Balls,Eddie Stanky,New York,144.0
1950,Batting Average,Stan Musial,St. Louis,0.346
1950,Doubles,Red Schoendienst,St. Louis,43.0
1950,Hits,Duke Snider,Brooklyn,199.0
1950,Home Runs,Ralph Kiner,Pittsburgh,47.0
1950,On Base Percentage,Eddie Stanky,New York,0.46
1950,RBI,Del Ennis,Philadelphia,126.0
1950,Runs,Earl Torgeson,Boston,120.0
1950,Slugging Average,Stan Musial,St. Louis,0.596
1950,Stolen Bases,Sam Jethroe,Boston,35.0
1950,Total Bases,Duke Snider,Brooklyn,343.0
1950,Triples,Richie Ashburn,Philadelphia,14.0
1944,Base on Balls,Augie Galan,Brooklyn,101.0
1944,Batting Average,Dixie Walker,Brooklyn,0.357
1944,Doubles,Stan Musial,St. Louis,51.0
1944,Hits,Phil Cavarretta,Chicago,197.0
1944,Home Runs,Bill Nicholson,Chicago,33.0
1944,On Base Percentage,Stan Musial,St. Louis,0.44
1944,RBI,Bill Nicholson,Chicago,122.0
1944,Runs,Bill Nicholson,Chicago,116.0
1944,Slugging Average,Stan Musial,St. Louis,0.549
1944,Stolen Bases,Johnny Barrett,Pittsburgh,28.0
1944,Total Bases,Bill Nicholson,Chicago,317.0
1944,Triples,Johnny Barrett,Pittsburgh,19.0
1945,Base on Balls,Eddie Stanky,Brooklyn,148.0
1945,Batting Average,Phil Cavarretta,Chicago,0.355
1945,Doubles,Tommy Holmes,Boston,47.0
1945,Hits,Tommy Holmes,Boston,224.0
1945,Home Runs,Tommy Holmes,Boston,28.0
1945,On Base Percentage,Phil Cavarretta,Chicago,0.449
1945,RBI,Dixie Walker,Brooklyn,124.0
1945,Runs,Eddie Stanky,Brooklyn,128.0
1945,Slugging Average,Tommy Holmes,Boston,0.577
1945,Stolen Bases,Red Schoendienst,St. Louis,26.0
1945,Total Bases,Tommy Holmes,Boston,367.0
1945,Triples,Luis Olmo,Brooklyn,13.0
1951,Base on Balls,Ralph Kiner,Pittsburgh,137.0
1951,Batting Average,Stan Musial,St. Louis,0.355
1951,Doubles,Alvin Dark,New York,41.0
1951,Hits,Richie Ashburn,Philadelphia,221.0
1951,Home Runs,Ralph Kiner,Pittsburgh,42.0
1951,On Base Percentage,Ralph Kiner,Pittsburgh,0.452
1951,RBI,Monte Irvin,New York,121.0
1951,Runs,Ralph Kiner,Pittsburgh,124.0
1951,Slugging Average,Ralph Kiner,Pittsburgh,0.627
1951,Stolen Bases,Sam Jethroe,Boston,35.0
1951,Total Bases,Stan Musial,St. Louis,355.0
1951,Triples,Gus Bell,Pittsburgh,12.0
1979,Base on Balls,Mike Schmidt,Philadelphia,120.0
1979,Batting Average,Keith Hernandez,St. Louis,0.344
1979,Doubles,Keith Hernandez,St. Louis,48.0
1979,Hits,Garry Templeton,St. Louis,211.0
1979,Home Runs,Dave Kingman,Chicago,48.0
1979,On Base Percentage,Keith Hernandez,St. Louis,0.421
1979,RBI,Dave Winfield,San Diego,118.0
1979,Runs,Keith Hernandez,St. Louis,116.0
1979,Slugging Average,Dave Kingman,Chicago,0.613
1979,Stolen Bases,Omar Moreno,Pittsburgh,77.0
1979,Total Bases,Dave Winfield,San Diego,333.0
1979,Triples,Garry Templeton,St. Louis,19.0
1986,Base on Balls,Keith Hernandez,New York,94.0
1986,Batting Average,Tim Raines,Montreal,0.334
1986,Doubles,Von Hayes,Philadelphia,46.0
1986,Hits,Tony Gwynn,San Diego,211.0
1986,Home Runs,Mike Schmidt,Philadelphia,37.0
1986,On Base Percentage,Tim Raines,Montreal,0.415
1986,RBI,Mike Schmidt,Philadelphia,119.0
1986,Runs,Tony Gwynn,San Diego,107.0
1986,Slugging Average,Mike Schmidt,Philadelphia,0.547
1986,Stolen Bases,Vince Coleman,St. Louis,107.0
1986,Total Bases,Dave Parker,Cincinnati,304.0
1986,Triples,Mitch Webster,Montreal,13.0
1992,Base on Balls,Barry Bonds,Pittsburgh,127.0
1992,Batting Average,Gary Sheffield,San Diego,0.33
1992,Doubles,Andy Van Slyke,Pittsburgh,45.0
1992,Hits,Terry Pendleton,Atlanta,199.0
1992,Home Runs,Fred McGriff,San Diego,35.0
1992,On Base Percentage,Barry Bonds,Pittsburgh,0.461
1992,RBI,Darren Daulton,Philadelphia,109.0
1992,Runs,Barry Bonds,Pittsburgh,109.0
1992,Slugging Average,Barry Bonds,Pittsburgh,0.624
1992,Stolen Bases,Marquis Grissom,Montreal,78.0
1992,Total Bases,Gary Sheffield,San Diego,323.0
1992,Triples,Deion Sanders,Atlanta,14.0
1936,Base on Balls,Arky Vaughan,Pittsburgh,118.0
1936,Batting Average,Paul Waner,Pittsburgh,0.373
1936,Doubles,Joe Medwick,St. Louis,64.0
1936,Hits,Joe Medwick,St. Louis,223.0
1936,Home Runs,Mel Ott,New York,33.0
1936,On Base Percentage,Arky Vaughan,Pittsburgh,0.453
1936,RBI,Joe Medwick,St. Louis,138.0
1936,Runs,Arky Vaughan,Pittsburgh,122.0
1936,Slugging Average,Mel Ott,New York,0.488
1936,Stolen Bases,Pepper Martin,St. Louis,23.0
1936,Total Bases,Joe Medwick,St. Louis,367.0
1936,Triples,Ival Goodman,Cincinnati,14.0
1922,Base on Balls,Max Carey,Pittsburgh,80.0
1922,Batting Average,Rogers Hornsby,St. Louis,0.401
1922,Doubles,Rogers Hornsby,St. Louis,46.0
1922,Hits,Rogers Hornsby,St. Louis,250.0
1922,Home Runs,Rogers Hornsby,St. Louis,42.0
1922,On Base Percentage,Rogers Hornsby,St. Louis,0.459
1922,RBI,Rogers Hornsby,St. Louis,152.0
1922,Runs,Rogers Hornsby,St. Louis,141.0
1922,Slugging Average,Rogers Hornsby,St. Louis,0.722
1922,Stolen Bases,Max Carey,Pittsburgh,51.0
1922,Total Bases,Rogers Hornsby,St. Louis,450.0
1922,Triples,Jake Daubert,Cincinnati,22.0
1881,Base on Balls,John Clapp,Cleveland,35.0
1881,Batting Average,Cap Anson,Chicago,0.399
1881,Doubles,Paul Hines,Providence,27.0
1881,Hits,Cap Anson,Chicago,137.0
1881,Home Runs,Dan Brouthers,Buffalo,8.0
1881,On Base Percentage,Cap Anson,Chicago,0.442
1881,RBI,Cap Anson,Chicago,82.0
1881,Runs,George Gore,Chicago,86.0
1881,Slugging Average,Dan Brouthers,Buffalo,0.541
1881,Total Bases,Cap Anson,Chicago,175.0
1881,Triples,Jack Rowe,Buffalo,11.0
1895,Base on Balls,Billy Hamilton,Philadelphia,96.0
1895,Batting Average,Jesse Burkett,Cleveland,0.409
1895,Doubles,Ed Delahanty,Philadelphia,49.0
1895,Hits,Jesse Burkett,Cleveland,225.0
1895,Home Runs,Sam Thompson,Philadelphia,18.0
1895,On Base Percentage,Ed Delahanty,Philadelphia,0.5
1895,RBI,Sam Thompson,Philadelphia,165.0
1895,Runs,Billy Hamilton,Philadelphia,166.0
1895,Slugging Average,Sam Thompson,Philadelphia,0.654
1895,Stolen Bases,Billy Hamilton,Philadelphia,97.0
1895,Total Bases,Sam Thompson,Philadelphia,352.0
1895,Triples,Kip Selbach,Washington,22.0
1894,Base on Balls,Billy Hamilton,Philadelphia,126.0
1894,Batting Average,Hugh Duffy,Boston,0.44
1894,Doubles,Hugh Duffy,Boston,51.0
1894,Hits,Hugh Duffy,Boston,237.0
1894,Home Runs,Hugh Duffy,Boston,18.0
1894,On Base Percentage,Billy Hamilton,Philadelphia,0.523
1894,RBI,Hugh Duffy,Boston,145.0
1894,Runs,Billy Hamilton,Philadelphia,192.0
1894,Slugging Average,Hugh Duffy,Boston,0.694
1894,Stolen Bases,Billy Hamilton,Philadelphia,98.0
1894,Total Bases,Hugh Duffy,Boston,374.0
1894,Triples,Heinie Reitz,Baltimore,31.0
1880,Base on Balls,Bob Ferguson,Troy,24.0
1880,Batting Average,George Gore,Chicago,0.36
1880,Doubles,Fred Dunlap,Cleveland,27.0
1880,Hits,Abner Dalrymple,Chicago,126.0
1880,Home Runs,Jim O'Rourke,Boston,6.0
1880,On Base Percentage,George Gore,Chicago,0.399
1880,RBI,Cap Anson,Chicago,74.0
1880,Runs,Abner Dalrymple,Chicago,91.0
1880,Slugging Average,George Gore,Chicago,0.463
1880,Total Bases,Abner Dalrymple,Chicago,175.0
1880,Triples,Harry Stovey,Worcester,14.0
1923,Base on Balls,George Burns,Cincinnati,101.0
1923,Batting Average,Rogers Hornsby,St. Louis,0.384
1923,Doubles,Edd Roush,Cincinnati,41.0
1923,Hits,Frankie Frisch,New York,223.0
1923,Home Runs,Cy Williams,Philadelphia,41.0
1923,On Base Percentage,Rogers Hornsby,St. Louis,0.459
1923,RBI,Irish Meusel,New York,125.0
1923,Runs,Ross Youngs,New York,121.0
1923,Slugging Average,Rogers Hornsby,St. Louis,0.627
1923,Stolen Bases,Max Carey,Pittsburgh,51.0
1923,Total Bases,Frankie Frisch,New York,311.0
1923,Triples,Max Carey,Pittsburgh,19.0
1937,Base on Balls,Mel Ott,New York,102.0
1937,Batting Average,Joe Medwick,St. Louis,0.374
1937,Doubles,Joe Medwick,St. Louis,56.0
1937,Hits,Joe Medwick,St. Louis,237.0
1937,Home Runs,Joe Medwick,St. Louis,31.0
1937,On Base Percentage,Mel Ott,New York,0.442
1937,RBI,Joe Medwick,St. Louis,154.0
1937,Runs,Joe Medwick,St. Louis,111.0
1937,Slugging Average,Joe Medwick,St. Louis,0.641
1937,Stolen Bases,Augie Galan,Chicago,23.0
1937,Total Bases,Joe Medwick,St. Louis,406.0
1937,Triples,Arky Vaughan,Pittsburgh,17.0
1921,Base on Balls,George Burns,New York,80.0
1921,Batting Average,Rogers Hornsby,St. Louis,0.397
1921,Doubles,Rogers Hornsby,St. Louis,44.0
1921,Hits,Rogers Hornsby,St. Louis,235.0
1921,Home Runs,George Kelly,New York,23.0
1921,On Base Percentage,Rogers Hornsby,St. Louis,0.458
1921,RBI,Rogers Hornsby,St. Louis,126.0
1921,Runs,Rogers Hornsby,St. Louis,131.0
1921,Slugging Average,Rogers Hornsby,St. Louis,0.639
1921,Stolen Bases,Frankie Frisch,New York,49.0
1921,Total Bases,Rogers Hornsby,St. Louis,378.0
1921,Triples,Rogers Hornsby,St. Louis,18.0
1935,Base on Balls,Arky Vaughan,Pittsburgh,97.0
1935,Batting Average,Arky Vaughan,Pittsburgh,0.385
1935,Doubles,Billy Herman,Chicago,57.0
1935,Hits,Billy Herman,Chicago,227.0
1935,Home Runs,Wally Berger,Boston,34.0
1935,On Base Percentage,Arky Vaughan,Pittsburgh,0.491
1935,RBI,Wally Berger,Boston,130.0
1935,Runs,Augie Galan,Chicago,133.0
1935,Slugging Average,Arky Vaughan,Pittsburgh,0.607
1935,Stolen Bases,Augie Galan,Chicago,22.0
1935,Total Bases,Joe Medwick,St. Louis,365.0
1935,Triples,Ival Goodman,Cincinnati,18.0
1909,Base on Balls,Fred Clarke,Pittsburgh,80.0
1909,Batting Average,Honus Wagner,Pittsburgh,0.339
1909,Doubles,Honus Wagner,Pittsburgh,39.0
1909,Hits,Larry Doyle,New York,172.0
1909,Home Runs,Red Murray,New York,7.0
1909,On Base Percentage,Honus Wagner,Pittsburgh,0.42
1909,RBI,Honus Wagner,Pittsburgh,100.0
1909,Runs,Tommy Leach,Pittsburgh,126.0
1909,Slugging Average,Honus Wagner,Pittsburgh,0.489
1909,Stolen Bases,Bob Bescher,Cincinnati,54.0
1909,Total Bases,Honus Wagner,Pittsburgh,242.0
1909,Triples,Mike Mitchell,Pittsburgh,17.0
2019,Base on Balls,Rhys Hoskins,Philadelphia Phillies,116.0
2019,Batting Average,Christian Yelich,Milwaukee Brewers,0.329
2019,Doubles,Anthony Rendon,Washington Nationals,44.0
2019,Hits,Ozzie Albies,Atlanta Braves,189.0
2019,Home Runs,Pete Alonso,New York Mets,53.0
2019,On Base Percentage,Christian Yelich,Milwaukee Brewers,0.429
2019,RBI,Anthony Rendon,Washington Nationals,126.0
2019,Runs,Ronald Acuna Jr.,Atlanta Braves,127.0
2019,Slugging Average,Christian Yelich,Milwaukee Brewers,0.671
2019,Stolen Bases,Ronald Acuna Jr.,Atlanta Braves,37.0
2019,Total Bases,Cody Bellinger,Los Angeles Dodgers,351.0
2019,Triples,Eduardo Escobar,Arizona Diamondbacks,10.0
1896,Base on Balls,Billy Hamilton,Boston,110.0
1896,Batting Average,Jesse Burkett,Cleveland,0.41
1896,Doubles,Ed Delahanty,Philadelphia,44.0
1896,Hits,Jesse Burkett,Cleveland,240.0
1896,Home Runs,Ed Delahanty,Philadelphia,13.0
1896,On Base Percentage,Billy Hamilton,Boston,0.478
1896,RBI,Ed Delahanty,Philadelphia,126.0
1896,Runs,Jesse Burkett,Cleveland,160.0
1896,Slugging Average,Ed Delahanty,Philadelphia,0.631
1896,Stolen Bases,Joe Kelley,Baltimore,87.0
1896,Total Bases,Jesse Burkett,Cleveland,317.0
1896,Triples,Tom McCreery,Louisville,21.0
1882,Base on Balls,George Gore,Chicago,29.0
1882,Batting Average,Dan Brouthers,Buffalo,0.368
1882,Doubles,King Kelly,Chicago,37.0
1882,Hits,Dan Brouthers,Buffalo,129.0
1882,Home Runs,George Wood,Detroit,7.0
1882,On Base Percentage,Dan Brouthers,Buffalo,0.403
1882,RBI,Cap Anson,Chicago,83.0
1882,Runs,George Gore,Chicago,99.0
1882,Slugging Average,Dan Brouthers,Buffalo,0.547
1882,Total Bases,Dan Brouthers,Buffalo,192.0
1882,Triples,Roger Connor,Troy,18.0
1883,Base on Balls,Tom York,Cleveland,37.0
1883,Batting Average,Dan Brouthers,Buffalo,0.374
1883,Doubles,Ned Williamson,Chicago,49.0
1883,Hits,Dan Brouthers,Buffalo,159.0
1883,Home Runs,Buck Ewing,New York,10.0
1883,On Base Percentage,Dan Brouthers,Buffalo,0.397
1883,RBI,Dan Brouthers,Buffalo,97.0
1883,Runs,Joe Hornung,Boston,107.0
1883,Slugging Average,Dan Brouthers,Buffalo,0.572
1883,Total Bases,Dan Brouthers,Buffalo,243.0
1883,Triples,Dan Brouthers,Buffalo,17.0
1897,Base on Balls,Billy Hamilton,Boston,105.0
1897,Batting Average,Willie Keeler,Baltimore,0.424
1897,Doubles,Jake Stenzel,Baltimore,43.0
1897,Hits,Willie Keeler,Baltimore,239.0
1897,Home Runs,Hugh Duffy,Boston,11.0
1897,On Base Percentage,John McGraw,Baltimore,0.471
1897,RBI,George Davis,New York,136.0
1897,Runs,Billy Hamilton,Boston,152.0
1897,Slugging Average,Nap Lajoie,Philadelphia,0.569
1897,Stolen Bases,Bill Lange,Chicago,73.0
1897,Total Bases,Nap Lajoie,Philadelphia,310.0
1897,Triples,Harry Davis,Pittsburgh,28.0
2018,Base on Balls,Bryce Harper,Washington Nationals,130.0
2018,Batting Average,Christian Yelich,Milwaukee Brewers,0.326
2018,Doubles,Freddie Freeman,Atlanta Braves,44.0
2018,Hits,Freddie Freeman,Atlanta Braves,191.0
2018,Home Runs,Nolan Arenado,Colorado Rockies,38.0
2018,On Base Percentage,Joey Votto,Cincinnati Reds,0.417
2018,RBI,Javier Baez,Chicago Cubs,111.0
2018,Runs,Charlie Blackmon,Colorado Rockies,119.0
2018,Slugging Average,Christian Yelich,Milwaukee Brewers,0.598
2018,Stolen Bases,Trea Turner,Washington Nationals,43.0
2018,Total Bases,Christian Yelich,Milwaukee Brewers,343.0
2018,Triples,Ketel Marte,Arizona Diamondbacks,12.0
2024,Base on Balls,Kyle Schwarber,Philadelphia,105.0
2024,Batting Average,Luis Arraez,Miami,0.314
2024,Doubles,Ezequiel Tovar,Colorado,45.0
2024,Hits,Luis Arraez,Miami,200.0
2024,Home Runs,Shohei Ohtani,Los Angeles,54.0
2024,On Base Percentage,Shohei Ohtani,Los Angeles,0.39
2024,RBI,Shohei Ohtani,Los Angeles,130.0
2024,Runs,Shohei Ohtani,Los Angeles,134.0
2024,Slugging Average,Shohei Ohtani,Los Angeles,0.646
2024,Stolen Bases,Elly De La Cruz,Cincinnati,67.0
2024,Total Bases,Shohei Ohtani,Los Angeles,411.0
2024,Triples,Corbin Carroll,Arizona,14.0
1908,Base on Balls,Roger Bresnahan,New York,83.0
1908,Batting Average,Honus Wagner,Pittsburgh,0.354
1908,Doubles,Honus Wagner,Pittsburgh,39.0
1908,Hits,Honus Wagner,Pittsburgh,201.0
1908,Home Runs,Tim Jordan,Brooklyn,12.0
1908,On Base Percentage,Honus Wagner,Pittsburgh,0.415
1908,RBI,Honus Wagner,Pittsburgh,109.0
1908,Runs,Fred Tenney,New York,101.0
1908,Slugging Average,Honus Wagner,Pittsburgh,0.542
1908,Stolen Bases,Honus Wagner,Pittsburgh,53.0
1908,Total Bases,Honus Wagner,Pittsburgh,308.0
1908,Triples,Honus Wagner,Pittsburgh,19.0
1934,Base on Balls,Arky Vaughan,Pittsburgh,94.0
1934,Batting Average,Paul Waner,Pittsburgh,0.362
1934,Doubles,Kiki Cuyler,Chicago,42.0
1934,Hits,Paul Waner,Pittsburgh,217.0
1934,Home Runs,Mel Ott,New York,35.0
1934,On Base Percentage,Arky Vaughan,Pittsburgh,0.431
1934,RBI,Mel Ott,New York,135.0
1934,Runs,Paul Waner,Pittsburgh,122.0
1934,Slugging Average,Ripper Collins,St. Louis,0.615
1934,Stolen Bases,Pepper Martin,St. Louis,23.0
1934,Total Bases,Ripper Collins,St. Louis,369.0
1934,Triples,Joe Medwick,St. Louis,18.0
1920,Base on Balls,George Burns,New York,76.0
1920,Batting Average,Rogers Hornsby,St. Louis,0.37
1920,Doubles,Rogers Hornsby,St. Louis,44.0
1920,Hits,Rogers Hornsby,St. Louis,218.0
1920,Home Runs,Cy Williams,Philadelphia,15.0
1920,On Base Percentage,Rogers Hornsby,St. Louis,0.431
1920,RBI,Rogers Hornsby,St. Louis,94.0
1920,Runs,George Burns,New York,115.0
1920,Slugging Average,Rogers Hornsby,St. Louis,0.559
1920,Stolen Bases,Max Carey,Pittsburgh,52.0
1920,Total Bases,Rogers Hornsby,St. Louis,329.0
1920,Triples,Hy Myers,Brooklyn,22.0
1918,Base on Balls,Max Carey,Pittsburgh,62.0
1918,Batting Average,Zack Wheat,Brooklyn,0.335
1918,Doubles,Heinie Groh,Cincinnati,28.0
1918,Hits,Charlie Hollocher,Chicago,161.0
1918,Home Runs,Gavvy Cravath,Philadelphia,8.0
1918,On Base Percentage,Heinie Groh,Cincinnati,0.395
1918,RBI,Sherry Magee,Cincinnati,76.0
1918,Runs,Heinie Groh,Cincinnati,86.0
1918,Slugging Average,Edd Roush,Cincinnati,0.455
1918,Stolen Bases,Max Carey,Pittsburgh,58.0
1918,Total Bases,Charlie Hollocher,Chicago,202.0
1918,Triples,Jake Daubert,Brooklyn,15.0
1924,Base on Balls,Rogers Hornsby,St. Louis,89.0
1924,Batting Average,Rogers Hornsby,St. Louis,0.424
1924,Doubles,Rogers Hornsby,St. Louis,43.0
1924,Hits,Rogers Hornsby,St. Louis,227.0
1924,Home Runs,Jack Fournier,Brooklyn,27.0
1924,On Base Percentage,Rogers Hornsby,St. Louis,0.507
1924,RBI,George Kelly,New York,136.0
1924,Runs,Frankie Frisch,New York,121.0
1924,Slugging Average,Rogers Hornsby,St. Louis,0.696
1924,Stolen Bases,Max Carey,Pittsburgh,49.0
1924,Total Bases,Rogers Hornsby,St. Louis,373.0
1924,Triples,Edd Roush,Cincinnati,21.0
1930,Base on Balls,Hack Wilson,Chicago,105.0
1930,Batting Average,Bill Terry,New York,0.401
1930,Doubles,Chuck Klein,Philadelphia,59.0
1930,Hits,Bill Terry,New York,254.0
1930,Home Runs,Hack Wilson,Chicago,56.0
1930,On Base Percentage,Mel Ott,New York,0.458
1930,RBI,Hack Wilson,Chicago,191.0
1930,Runs,Chuck Klein,Philadelphia,158.0
1930,Slugging Average,Hack Wilson,Chicago,0.723
1930,Stolen Bases,Kiki Cuyler,Chicago,37.0
1930,Total Bases,Chuck Klein,Philadelphia,445.0
1930,Triples,Adam Comorosky,Pittsburgh,23.0
2008,Base on Balls,Adam Dunn,Arizona,122.0
2008,Batting Average,Chipper Jones,Atlanta,0.364
2008,Doubles,Lance Berkman,Houston,46.0
2008,Hits,Jose Reyes,New York,204.0
2008,Home Runs,Ryan Howard,Philadelphia,48.0
2008,On Base Percentage,Chipper Jones,Atlanta,0.47
2008,RBI,Ryan Howard,Philadelphia,146.0
2008,Runs,Hanley Ramirez,Florida,125.0
2008,Slugging Average,Albert Pujols,St. Louis,0.653
2008,Stolen Bases,Willy Taveras,Colorado,68.0
2008,Total Bases,Albert Pujols,St. Louis,342.0
2008,Triples,Jose Reyes,New York,19.0
2020,Base on Balls,Bryce Harper,Philadelphia Phillies,49.0
2020,Batting Average,Juan Soto,Washington Nationals,0.351
2020,Doubles,Freddie Freeman,Atlanta Braves,23.0
2020,Hits,Trea Turner,Washington Nationals,78.0
2020,Home Runs,Marcell Ozuna,Atlanta Braves,18.0
2020,On Base Percentage,Juan Soto,Washington Nationals,0.49
2020,RBI,Marcell Ozuna,Atlanta Braves,56.0
2020,Runs,Freddie Freeman,Atlanta Braves,51.0
2020,Slugging Average,Juan Soto,Washington Nationals,0.695
2020,Stolen Bases,Trevor Story,Colorado Rockies,15.0
2020,Total Bases,Marcell Ozuna,Atlanta Braves,145.0
2020,Triples,Trevor Story,Colorado Rockies,4.0
1893,Base on Balls,Jack Crooks,St. Louis,121.0
1893,Batting Average,Hugh Duffy,Boston,0.363
1893,Doubles,Sam Thompson,Philadelphia,37.0
1893,Hits,Sam Thompson,Philadelphia,222.0
1893,Home Runs,Ed Delahanty,Philadelphia,19.0
1893,On Base Percentage,Billy Hamilton,Philadelphia,0.49
1893,RBI,Ed Delahanty,Philadelphia,146.0
1893,Runs,Herman Long,Boston,149.0
1893,Slugging Average,Ed Delahanty,Philadelphia,0.583
1893,Stolen Bases,Tom Brown,Louisville,66.0
1893,Total Bases,Ed Delahanty,Philadelphia,347.0
1893,Triples,Perry Werden,St. Louis,29.0
1887,Base on Balls,Jim Fogarty,Philadelphia,82.0
1887,Batting Average,Cap Anson,Chicago,0.347
1887,Doubles,Dan Brouthers,Detroit,36.0
1887,Hits,Sam Thompson,Detroit,203.0
1887,Home Runs,Billy O'Brien,Washington,19.0
1887,On Base Percentage,Dan Brouthers,Detroit,0.426
1887,RBI,Sam Thompson,Detroit,166.0
1887,Runs,Dan Brouthers,Detroit,153.0
1887,Slugging Average,Sam Thompson,Detroit,0.571
1887,Total Bases,Sam Thompson,Detroit,311.0
